,Soil Type,Rainfall (mm),Temperature (°C),Humidity (%),pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Irrigation Type,Farm Size (hectares),Season,Altitude (m),Region,Sunlight Hours,Water Availability (liters),Recommended Crop
0,-0.26696944184382415,-1.535988422492803,-0.2682035477167735,-1.0996795909618706,1.1034841126573227,-0.07690875088893004,0.5353554909875143,0.2830711693144403,1.0960837852948204,-0.6883444805300856,-0.3329843622169827,1.1842715530020975,1.224986221428109,-0.4325994118830171,0.971879946254562,4
1,0.5776891334841096,-1.4477133765881438,-0.9007514614657781,-0.7464976071044603,-0.8163211293741798,1.8669642912338877,-0.9434941804182285,0.6654142418650629,0.5311797792781733,0.044205007744707564,-0.6474742580306136,-2.325343556353166,0.8161413610923,0.9326727958478205,0.5703371121846557,1
2,0.9643287419211393,-1.3580715639215455,-0.3290413884462728,-1.2538534135729977,1.5677258096899784,-0.9131714922379595,-1.5248552161134918,1.4526076783048159,1.0294058378105326,-0.7739036409216664,-0.8934739852768223,1.0880751656250256,0.2723659959039407,-0.18434696236951786,0.47064245873867583,4
3,-1.1691710689474923,0.08920986706012934,0.7941782685562728,1.341354407849717,-2.972068942678053,-0.019526469553647847,-0.34326807487018784,0.06810294186186516,-0.608589887500899,0.10800619676928924,0.14688516099187787,-0.3198967376422658,-0.6053270197751082,0.44099303210328933,0.6017952658583863,4
4,0.1871778991815769,-1.0804537099354863,-0.11551015439590462,0.007212953870587957,1.153536896713669,1.443640391530087,0.3250445273217768,-1.6119868681744607,-0.7913662794169448,-1.2752973772992093,0.041680446526166454,-1.0450989866300695,-0.029212136353036988,0.4708878840093993,-1.7833105252895873,1
5,-0.2960980050543839,-1.4948212081121905,-0.19740429393195663,-0.0009373107949706416,-1.6269463571719172,1.816700889591601,0.6514602719966038,0.2836811873972343,0.5495313551583567,-0.5199787718153666,-1.1888242368421644,-0.7805103802696037,0.6892350461833435,0.953739291708555,-0.41894218307671177,5
6,-1.776554417646682,-2.1622264635121144,-1.4802451895610322,1.7554536617269718,-0.37212551210542977,-0.16342452172373823,1.097044670545369,0.2115440864614097,-1.5229258773798446,0.5085715090287575,-0.9224465378137919,0.3407512848505242,0.3545146533414051,-0.9485213565836201,-0.4055647594810619,4
7,0.5554815551604139,-0.012367870112072188,-0.5637343989856376,0.14694281238469326,-2.193157286797701,0.8473749685687255,-1.1103224094741975,0.5900879156166079,-0.285904717495174,0.7537523141662541,0.7046737015644268,-0.0900137561975096,-0.5001492554119492,-1.2585895328082006,-0.06922507563764013,8
8,-0.9118565421846119,-0.8336230512174688,2.137600115247508,4.616818832807827,-0.3653321623014105,4.158917153976066,1.935295816559655,2.0824653944162805,2.17965994147951,3.1288848628116726,-0.3383653915860584,3.8437225756481395,0.8331064719596212,-0.35227466484048553,-0.6217413492308845,4
9,-0.2755936520207416,0.5402838116547803,0.9394155795765524,-1.601461933201409,0.3353209497091891,0.15423504574084773,-0.9492509724085919,-0.04697428712904353,-0.5096300516959764,0.02843259216334132,-0.05066732843764422,-0.4741133363086084,1.5808520108849802,-1.5954854271727237,0.49329751808224964,8
10,-0.1734975735120063,-0.14193984629151335,-1.3375157691344635,1.492208479843205,0.3005883204203801,0.4388043675853424,0.5360055143322768,1.624386591065294,0.8511937932641922,-2.1534452094287837,0.3273839044993273,0.41894231162427653,0.44076253924158537,-0.9908382936055984,-0.15271305917943884,0
11,0.8456017930805507,-1.1519588592102774,0.19635274441802925,-0.23436919170348297,-0.28159461013954834,-0.2987344078533259,-1.2579946523779553,-1.074658802886703,1.4653378989751316,-0.7072998505149763,-1.6784279764605203,-0.1806003325761538,0.6342328657736515,0.07132257086570148,0.5298182047385841,1
12,-1.6393841733050663,0.9822640481356999,-0.48661821193628024,1.0737136269869645,-1.8633040384206185,-1.8034214813447975,-0.909183910432766,-0.5742710808570365,0.5744410321800258,0.01743261717735159,-1.2367243738790288,1.337108487015444,0.8560237850913733,1.1101126585282295,-0.33733696065239976,4
13,0.5692402473315193,0.30182130136639174,-1.320341047017331,-0.9593679929955143,-1.3295279073988002,-0.32825328458419384,0.30131127223660614,1.213998251951238,-0.30865089158284875,-1.5208879856115602,-2.594504447675051,0.09772595507078606,0.34055019676400067,0.025726304797835775,0.803400205500697,4
14,1.2900228350843497,0.07256274028445864,-0.06403172925577161,0.3156879322635145,0.43349582378907414,-1.9704967610269921,1.0947429704739362,0.3498270660370639,1.6407060796509207,0.125945204683997,-0.5429108559435943,-0.8792800987379634,-0.8453448638880454,0.05229627555259908,1.3757174333354294,7
15,0.11887008970121477,0.6016777437398071,-1.5799440918822423,-0.6928787337160619,1.0087637333707256,0.010859976739961693,-1.4170480676819552,0.44529634708217214,0.2641533155226482,-1.462265469231836,-0.7973077805568466,-0.07676999686620843,0.9280481427516362,0.8029170683164684,-0.2745003553757895,2
16,0.5164960083451029,0.996229061438519,1.2587730551761713,0.6520490989317755,0.12487408899948796,-0.4075459765677836,-1.0350245214733031,-1.921702698772802,0.8046229838134308,0.9501991948240407,-0.5983302846261107,-0.20127691673333023,-0.9150754200244314,0.3242647180993128,1.3097746896353444,3
17,-0.28300562397583223,0.15371936295608135,2.594838168052637,-1.2257766425851218,-0.13284440973585016,0.5301119851880588,0.22632789851831275,0.9052612725635968,-0.23869945713996588,-1.0953573312018179,-1.8925416355854576,-0.63802338378155,0.24264674143400022,-0.7075236460450534,1.5309147472749054,6
18,-0.4471121421920101,-2.133890948106372,-0.9518403214486852,-0.03473331920956693,-1.1657628085414644,0.5673256364043001,0.8961959431061781,-0.6473054929747886,-0.2157949384007467,-0.8018458077165316,1.3295005239093514,0.682141036278558,-0.5956364678024038,-1.2430181209560474,-1.2548396173130005,8
19,0.20058490176656113,-1.3721936969917123,1.368900957637042,-1.100942294992713,-0.48530866931203387,-1.230442764280284,0.3482838026310717,-1.037335145961905,0.7653725015062325,-0.35795814998381204,-1.4370929180738492,0.3617666813403655,-0.6481815466320795,-0.8201314666978434,0.1670770183977497,5
20,-0.29541885582409433,0.9355855518635094,-0.6498455721400178,1.4589747601515666,1.2426328826376418,-0.5004522730094452,1.9067360984363007,-0.44497852069248756,-0.10519533597132119,0.4841642477149684,0.27089079648472897,-1.2036480765662003,0.1627746038407173,1.3978505351095534,0.1103769018988481,3
21,0.250770236144338,0.47570762197416694,1.4747475205438547,0.5950641099318502,0.9811525970053898,-0.08576162149025299,-0.6718561529889316,0.22059308546037337,0.7861478443851444,-1.3342965416845147,0.3801750979365772,-0.9149698184450873,-0.6901465646137717,0.9890706467083417,-0.9388839804787168,1
22,0.10500276661246667,-1.5723741205127189,0.7178194285350754,-1.0112473329772227,1.7871914097816735,0.8245060038205978,1.0566967842989767,-1.762607484464623,-1.2379190638841333,-0.6603582358826814,0.6569324219377202,1.1208449209851499,-0.860891783749378,0.4842268596920605,0.8461813425960798,6
23,-1.3128292642326724,0.6430454216668116,0.450253058150731,1.189333290519256,0.7674203922018992,1.6522192219400902,-0.641664709670002,-1.7291451372633881,0.018758337782705692,1.3326451755932418,0.9786933351495295,-0.16681489148463996,-0.7164683238532916,0.5524389448432112,0.8703415242737036,8
24,-0.4357744950585509,1.3710443720307304,-0.11753982525519913,-0.4055717901003293,-0.03207255526334424,-0.3160881719823395,0.9649678483800808,0.8287156569625189,-0.1597169313860587,0.4594462157447325,1.9582745059709838,-0.07966330039495147,-0.11607546053923279,0.2150525743536671,-2.2917307552430795,8
25,-0.6878049188327793,-0.5313073020310277,-1.1134162271289894,0.3462072205905721,0.5589233532657671,0.42243578347280014,0.34700757388009085,-0.48281509620425656,0.5477384462132314,0.7050976034558598,-0.33463910772774697,-0.22318258840258515,0.533224419937354,0.4900551487164364,-1.248682996630334,2
26,-0.2048407390279851,2.039797336562854,0.09772239228088384,0.13316547487372765,2.591512912751794,-2.466925246590049,-0.08378425804958736,1.0598963468172824,0.7938159246565051,-0.31469003863911804,1.685421445650691,0.03545046795013087,1.9256413322441706,-0.6888393160485412,0.13962872121688874,1
27,-0.44766486681761,0.9213418900621877,0.4111670561986477,-1.19583947449864,-1.3819892114915682,1.379756703169924,0.38614278446022365,-0.06562010688378274,-1.3790172633469218,0.7591742108847452,0.3187055528092145,0.6834035969936266,-0.08793960171677617,-0.41577823091143684,0.13067778540677993,3
28,0.8271887005758328,0.45007364984379006,-1.1448517120488346,0.27210901123077347,0.5491195448978197,0.10172598076528107,0.285549656502988,-1.2109976643219718,0.6925561320652038,1.1938321851673628,1.1668295451651571,-0.1701016411172611,0.35364760863050837,0.1465420792993153,0.8722013244266338,6
29,-0.2532323458538663,-0.6018877707302976,1.213346458700987,-1.1439759478744727,0.6356370471733352,-0.13874590346309276,1.639942917028066,-0.887450914146834,-0.9483433243209728,0.06466785393400917,2.512077673440929,-0.4590302512229236,0.01110893406402591,-0.5607282889030852,-0.7355592493599585,3
30,-0.0761795332427821,-0.8192967762260855,0.7484446800505526,0.49507971190441485,1.1478759793366438,0.7962977844283241,1.459389815330963,-0.9317103406101529,0.352909230674051,-0.16653713103424198,-0.8524317057822746,-0.826301611419073,-1.4368144582435765,0.4357122438944323,1.0713232102319277,0
31,0.256936123449898,-1.004136889676242,-0.7312479672803189,-0.06973652563550803,-0.023006221847021335,-0.048315244223731554,1.0614984212078724,0.18188037606499707,2.8892875199930153,-0.9291243089764278,-0.7690904837472496,-0.3769550620481251,-0.24881846243868933,0.6804174848893738,0.27374626208126174,1
32,0.028498118568713426,-0.1224320683408473,-2.4515293103737723,-1.3573327250883218,0.950581490746546,0.7528194206721989,0.15448853584631156,0.8396780891599617,0.3720639601940858,-0.8864740007643599,1.5109897864995665,1.7083106946253,-0.19254311894932796,0.2452215891248568,0.3543261343092403,8
33,-1.5119618508499126,-2.101239028362981,0.7016974585968228,0.7111683532125253,-0.9220273162670184,-2.2051891536842225,-0.6263290952946883,0.4182732062201257,0.541526683450478,0.5939970270309294,0.9473683131703942,0.6338800018345102,-0.7350963133570463,0.5266959073396387,0.9075687851115057,4
34,0.09391845468452073,-0.8747692860317832,-0.09466765496786822,1.9744512114258215,1.4950021246445364,0.002916272429345456,1.3952958175091958,0.2514416837383261,0.26325773017961307,-1.0119682253088853,0.5044168817846798,-0.2574675910023564,0.5228763121747707,0.36784286219822504,0.5548301792531793,4
35,-0.6822908397856717,1.964042160993842,0.3437182350693055,0.41281422183545835,0.08042552208554726,-0.6692351593043214,-0.6855583947551946,-1.7007675860149538,1.1387244768389402,0.5399718903532971,-0.2885786769666169,-0.6927464378482822,-0.8778300655008732,-1.316278398134716,-0.40824584135572467,0
36,-0.6245910453044407,2.204090068214942,-0.36646841926627555,1.4411466591236672,1.3717752299414365,1.683418824185289,0.9803259813540594,-0.2340326937343013,-0.021254024898479995,0.6524740350797908,0.9140802016134506,-1.3989460306218415,0.4773884126131077,-0.8985689433687113,0.24428556591782885,5
37,0.7163419284508691,-0.09658330788520164,0.8523990167316529,1.592590252328404,0.463103069266054,-2.3186754620772154,1.6527611239431133,0.6932992203331126,-0.5781886870120571,-0.8890360465858667,-0.18117348093406183,0.3705084374212535,-0.498881558458497,0.7708709821330721,0.6058763372370293,1
38,-0.521480760960514,1.4218724149192081,0.6107135271089156,-1.8418508827921158,-1.036560393068338,0.5111518089022973,-2.3893356679147844,0.32731713725438594,0.7437933699305201,0.22355254242562583,-0.6212239683577023,-0.46280650703391113,-0.034218114716133896,1.5000125965979587,-0.31629274598171747,4
39,-0.8536311693658684,-1.651465325221471,-1.1306067227642895,0.05997205518279333,1.631484211017702,0.1938525421787376,-0.43558625346370805,0.12970147649143848,-0.6516628627814683,-0.07489310568368651,-1.2884366652615036,0.734328185586512,-0.29560400511130047,-0.6904028305406834,-0.7728983038458561,3
40,0.209713841190504,-0.5660061208506094,-0.8277011517249384,0.716113798805074,0.14641876885275304,-0.07936318345711216,0.8775011637136869,-0.6106826375769194,-0.31161515939131135,0.07915009684997401,0.6820510800021725,-0.5393740307129674,1.413732680995019,0.09480566054939166,-0.37052138734929035,1
41,-0.16920109557617408,-0.06857729732280449,0.07681970700660479,1.4852113574498707,1.725323599854669,-0.051044475435305145,1.0860249635583537,0.03582181078242491,-0.7564046077875327,-0.3077280778508482,0.5288613394124857,0.17675446517844276,-0.004176428756909711,-0.7244000211519019,-0.34029622135028387,4
42,-0.28796282720035393,0.9615346545338956,-0.5085243423119539,1.3164195896243245,0.06740991492261839,-1.3238083444703124,1.3143384264031777,0.8514725370877476,0.764084606958324,-1.3664963455617636,0.23618065817704104,-0.11133048248929257,-1.3010412695288407,-0.3181851924798027,-1.295997256019661,4
43,2.466246768501835,2.059965837560495,-0.1375057337362044,0.59280282374324,-0.9069792497777033,-0.8077432363222239,-1.7856303568353622,0.4670179036679925,0.8149642720504413,0.6337546266149596,-0.7704823982675737,-1.0009514515472566,-0.1746731307165541,-0.11985141906029573,-0.8055961376136107,1
44,-0.7792400098243428,-0.6956936007856138,0.1317280878195103,-1.1296553900273774,-0.4883541357312443,1.0034838985680474,-0.38156647088671103,0.17089523379261984,0.30301635017348305,0.9032371360688911,-0.3128863037865452,-0.46797183261973674,-0.3472838162040759,0.36059916605331144,-1.11898103881172,8
45,1.0073550154351578,-1.8997917491977203,-0.018882162299279526,0.19696402076305458,-0.8165563329049527,2.278110969967534,-2.4337868872674697,0.7604816127099229,-0.3725460323415053,1.600724376076125,1.048998567653386,0.14376959029439235,0.0808420730303353,-0.4385463250104271,-0.3258896498311444,8
46,0.5900091030849843,-1.1561267121894767,0.04513803874805916,-1.5559778750040905,-1.207725057591004,0.57426802010087,0.21181278053712005,-1.0761265815766285,-0.4026852418033048,0.7588263796629586,0.19109153628845915,0.6372927917689949,0.3661999689572314,-0.8815267639834918,0.9354349334484384,6
47,-0.8936368349921846,-0.11957737211777864,-0.044514641136694844,1.2555951776910472,-0.10283260356153517,0.8302687602310596,-0.22447248220367463,-0.9754821328091537,1.1302153970031512,1.1657765250149648,-1.6298348508578278,-0.8725251966654134,0.7205469270056729,1.0200420955681289,-0.22259068948528538,4
48,-1.565234456342837,-0.487498526857149,-0.9388545735651557,0.3243422175155624,-0.7560769674187905,-0.013173476192814625,-1.7342629018074478,-1.717125113504236,0.11334222664436949,1.2750807733834923,1.3113154005637107,1.1830958174819461,-0.7536092645809511,0.9249436697555413,1.4737290956860911,4
49,0.4736006749803196,-1.6290436764288108,-0.4852359248463349,-2.1492042247090684,0.5449629819387718,-0.2362483631163207,0.0798652719128093,0.23794767599684402,1.286998114527083,-0.26073836345092644,0.12358985688788544,0.3380151501449623,-1.4316053420374701,-0.28638796408475575,-0.9406832937621745,8
50,0.6035561245102363,-1.5363526124571631,-0.4770504082291647,-0.5811672872226464,1.0782681055501926,-0.6830432859512747,0.6226927302165914,0.13130590851201507,0.6400901395669002,-1.9505953583120728,1.513054556593369,1.2129965053126512,-1.3101599158509714,0.6371321930092442,0.1693829912392781,2
